card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fight_date,fights_location,round_format,round_fought,weight_class,winner,winning_method
UFC 273: Volkanovski vs. The Korean Zombie,Julio Arce,47%,265,1,0,Daniel Santos,21%,229,2,0,April 09 2022,"Jacksonville, Florida, USA",3,3,Bantamweight,Julio Arce,U-DEC
UFC Fight Night: Luque vs. Muhammad,Rafa Garcia,43%,80,4,3,Jesse Ronson,40%,61,1,0,April 16 2022,"Las Vegas, Nevada, USA",3,2,Lightweight,Rafa Garcia,SUB
UFC Fight Night: Luque vs. Muhammad,Pat Sabatini,57%,63,10,6,TJ Laramie,48%,31,4,1,April 16 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Pat Sabatini,U-DEC
UFC Fight Night: Luque vs. Muhammad,Martin Buday,44%,52,0,0,Chris Barnett,67%,83,0,0,April 16 2022,"Las Vegas, Nevada, USA",3,3,Heavyweight,Martin Buday,U-DEC
UFC Fight Night: Luque vs. Muhammad,Drakkar Klose,70%,108,3,2,Brandon Jenkins,47%,38,0,0,April 16 2022,"Las Vegas, Nevada, USA",3,2,Lightweight,Drakkar Klose,KO/TKO
UFC Fight Night: Luque vs. Muhammad,Belal Muhammad,45%,184,0,0,Vicente Luque,38%,155,10,5,April 16 2022,"Las Vegas, Nevada, USA",5,5,Welterweight,Belal Muhammad,U-DEC
UFC Fight Night: Luque vs. Muhammad,Mounir Lazzez,54%,260,2,0,Ange Loosa,41%,213,2,0,April 16 2022,"Las Vegas, Nevada, USA",3,3,Welterweight,Mounir Lazzez,U-DEC
UFC Fight Night: Luque vs. Muhammad,Mayra Bueno Silva,57%,152,1,0,Wu Yanan,28%,218,1,1,April 16 2022,"Las Vegas, Nevada, USA",3,3,Women's Bantamweight,Mayra Bueno Silva,U-DEC
UFC 273: Volkanovski vs. The Korean Zombie,Aleksei Oleinik,36%,22,0,0,Jared Vanderaa,37%,40,0,0,April 09 2022,"Jacksonville, Florida, USA",3,1,Heavyweight,Aleksei Oleinik,SUB
UFC 273: Volkanovski vs. The Korean Zombie,Raquel Pennington,40%,160,4,2,Aspen Ladd,58%,195,1,0,April 09 2022,"Jacksonville, Florida, USA",3,3,Women's Bantamweight,Raquel Pennington,U-DEC
UFC Fight Night: Luque vs. Muhammad,Caio Borralho,63%,49,1,1,Gadzhi Omargadzhiev,31%,38,2,1,April 16 2022,"Las Vegas, Nevada, USA",3,3,Middleweight,Caio Borralho,U-DEC
UFC 273: Volkanovski vs. The Korean Zombie,Piera Rodriguez,56%,88,4,3,Kay Hansen,40%,77,8,2,April 09 2022,"Jacksonville, Florida, USA",3,3,Women's Strawweight,Piera Rodriguez,U-DEC
UFC Fight Night: Luque vs. Muhammad,Andre Fialho,41%,58,0,0,Miguel Baeza,57%,56,0,0,April 16 2022,"Las Vegas, Nevada, USA",3,1,Welterweight,Andre Fialho,KO/TKO
UFC 273: Volkanovski vs. The Korean Zombie,Mackenzie Dern,32%,156,5,0,Tecia Torres,61%,124,2,0,April 09 2022,"Jacksonville, Florida, USA",3,3,Women's Strawweight,Mackenzie Dern,S-DEC
UFC 273: Volkanovski vs. The Korean Zombie,Anthony Hernandez,67%,71,11,8,Josh Fremd,57%,54,1,1,April 09 2022,"Jacksonville, Florida, USA",3,3,Middleweight,Anthony Hernandez,U-DEC
UFC 273: Volkanovski vs. The Korean Zombie,Alexander Volkanovski,64%,213,8,4,Chan Sung Jung,38%,125,0,0,April 09 2022,"Jacksonville, Florida, USA",5,4,Featherweight,Alexander Volkanovski,KO/TKO
UFC 273: Volkanovski vs. The Korean Zombie,Khamzat Chimaev,59%,200,5,0,Gilbert Burns,48%,223,3,2,April 09 2022,"Jacksonville, Florida, USA",3,3,Welterweight,Khamzat Chimaev,U-DEC
UFC 273: Volkanovski vs. The Korean Zombie,Mike Malott,43%,30,1,1,Mickey Gall,63%,44,0,0,April 09 2022,"Jacksonville, Florida, USA",3,1,Welterweight,Mike Malott,KO/TKO
UFC 273: Volkanovski vs. The Korean Zombie,Mark Madsen,55%,123,2,1,Vinc Pichel,44%,87,3,3,April 09 2022,"Jacksonville, Florida, USA",3,3,Lightweight,Mark Madsen,U-DEC
UFC 273: Volkanovski vs. The Korean Zombie,Ian Garry,51%,144,0,0,Darian Weeks,51%,77,3,1,April 09 2022,"Jacksonville, Florida, USA",3,3,Welterweight,Ian Garry,U-DEC
UFC Fight Night: Santos vs. Ankalaev,Cody Brundage,51%,56,1,1,Dalcha Lungiambula,50%,8,4,1,March 12 2022,"Las Vegas, Nevada, USA",3,1,Middleweight,Cody Brundage,SUB
UFC Fight Night: Santos vs. Ankalaev,Guido Cannetti,36%,30,0,0,Kris Moutinho,63%,44,0,0,March 12 2022,"Las Vegas, Nevada, USA",3,1,Bantamweight,Guido Cannetti,KO/TKO
UFC Fight Night: Santos vs. Ankalaev,Miranda Maverick,31%,48,0,0,Sabina Mazo,38%,50,7,4,March 12 2022,"Las Vegas, Nevada, USA",3,2,Women's Flyweight,Miranda Maverick,SUB
UFC 273: Volkanovski vs. The Korean Zombie,Aljamain Sterling,56%,110,22,2,Petr Yan,61%,103,0,0,April 09 2022,"Jacksonville, Florida, USA",5,5,Bantamweight,Aljamain Sterling,S-DEC
UFC Fight Night: Santos vs. Ankalaev,JJ Aldrich,50%,118,1,0,Gillian Robertson,37%,139,6,1,March 12 2022,"Las Vegas, Nevada, USA",3,3,Women's Flyweight,JJ Aldrich,U-DEC
UFC Fight Night: Santos vs. Ankalaev,Javid Basharat,34%,178,3,0,Trevin Jones,54%,164,0,0,March 12 2022,"Las Vegas, Nevada, USA",3,3,Bantamweight,Javid Basharat,U-DEC
UFC Fight Night: Santos vs. Ankalaev,Damon Jackson,41%,78,3,2,Kamuela Kirk,40%,54,0,0,March 12 2022,"Las Vegas, Nevada, USA",3,2,Featherweight,Damon Jackson,SUB
UFC Fight Night: Santos vs. Ankalaev,Matthew Semelsberger,48%,82,1,1,AJ Fletcher,53%,64,6,4,March 12 2022,"Las Vegas, Nevada, USA",3,3,Welterweight,Matthew Semelsberger,U-DEC
UFC Fight Night: Santos vs. Ankalaev,Khalil Rountree Jr.,37%,69,1,0,Karl Roberson,60%,28,0,0,March 12 2022,"Las Vegas, Nevada, USA",3,2,Light Heavyweight,Khalil Rountree Jr.,KO/TKO
UFC Fight Night: Santos vs. Ankalaev,Magomed Ankalaev,43%,138,0,0,Thiago Santos,50%,155,2,1,March 12 2022,"Las Vegas, Nevada, USA",5,5,Light Heavyweight,Magomed Ankalaev,U-DEC
UFC Fight Night: Santos vs. Ankalaev,Alex Pereira,60%,179,0,0,Bruno Silva,40%,147,8,2,March 12 2022,"Las Vegas, Nevada, USA",3,3,Middleweight,Alex Pereira,U-DEC
UFC Fight Night: Santos vs. Ankalaev,Drew Dober,45%,37,1,0,Terrance McKinney,59%,61,3,2,March 12 2022,"Las Vegas, Nevada, USA",3,1,Lightweight,Drew Dober,KO/TKO
UFC 272: Covington vs. Masvidal,Umar Nurmagomedov,5%,19,0,0,Brian Kelleher,69%,26,5,1,March 05 2022,"Las Vegas, Nevada, USA",3,1,Featherweight,Umar Nurmagomedov,SUB
UFC Fight Night: Santos vs. Ankalaev,Sodiq Yusuff,52%,123,3,1,Alex Caceres,47%,138,3,1,March 12 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Sodiq Yusuff,U-DEC
UFC 272: Covington vs. Masvidal,Ludovit Klein,54%,98,3,0,Devonte Smith,63%,95,2,0,March 05 2022,"Las Vegas, Nevada, USA",3,3,Lightweight,Ludovit Klein,S-DEC
UFC Fight Night: Santos vs. Ankalaev,Song Yadong,36%,25,0,0,Marlon Moraes,40%,35,0,0,March 12 2022,"Las Vegas, Nevada, USA",3,1,Bantamweight,Song Yadong,KO/TKO
UFC 272: Covington vs. Masvidal,Nicolae Negumereanu,40%,160,5,1,Kennedy Nzechukwu,50%,190,0,0,March 05 2022,"Las Vegas, Nevada, USA",3,3,Light Heavyweight,Nicolae Negumereanu,S-DEC
UFC 272: Covington vs. Masvidal,Tim Elliott,44%,179,9,3,Tagir Ulanbekov,48%,186,10,2,March 05 2022,"Las Vegas, Nevada, USA",3,3,Flyweight,Tim Elliott,U-DEC
UFC 272: Covington vs. Masvidal,Jalin Turner,46%,111,1,1,Jamie Mullarkey,59%,59,3,1,March 05 2022,"Las Vegas, Nevada, USA",3,2,Lightweight,Jalin Turner,KO/TKO
UFC 272: Covington vs. Masvidal,Serghei Spivac,51%,27,4,3,Greg Hardy,58%,12,0,0,March 05 2022,"Las Vegas, Nevada, USA",3,1,Heavyweight,Serghei Spivac,KO/TKO
UFC 272: Covington vs. Masvidal,Marina Rodriguez,36%,200,0,0,Yan Xiaonan,42%,132,4,2,March 05 2022,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,Marina Rodriguez,S-DEC
UFC 272: Covington vs. Masvidal,Maryna Moroz,66%,42,5,2,Mariya Agapova,59%,27,0,0,March 05 2022,"Las Vegas, Nevada, USA",3,2,Women's Flyweight,Maryna Moroz,SUB
UFC 272: Covington vs. Masvidal,Rafael Dos Anjos,52%,286,15,5,Renato Moicano,51%,172,3,0,March 05 2022,"Las Vegas, Nevada, USA",5,5,Catch Weight,Rafael Dos Anjos,U-DEC
UFC 272: Covington vs. Masvidal,Bryce Mitchell,43%,37,0,0,Edson Barboza,72%,47,4,4,March 05 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Bryce Mitchell,U-DEC
UFC 272: Covington vs. Masvidal,Kevin Holland,65%,76,0,0,Alex Oliveira,47%,44,3,2,March 05 2022,"Las Vegas, Nevada, USA",3,2,Welterweight,Kevin Holland,KO/TKO
UFC Fight Night: Blaydes vs. Daukaus,Manon Fiorot,30%,121,4,1,Jennifer Maia,60%,138,4,2,March 26 2022,"Columbus, Ohio, USA",3,3,Women's Flyweight,Manon Fiorot,U-DEC
UFC Fight Night: Blaydes vs. Daukaus,Matheus Nicolau,44%,81,2,0,David Dvorak,35%,110,2,0,March 26 2022,"Columbus, Ohio, USA",3,3,Flyweight,Matheus Nicolau,U-DEC
UFC 272: Covington vs. Masvidal,Colby Covington,46%,201,15,6,Jorge Masvidal,47%,140,0,0,March 05 2022,"Las Vegas, Nevada, USA",5,5,Welterweight,Colby Covington,U-DEC
UFC Fight Night: Blaydes vs. Daukaus,Chris Gutierrez,51%,79,0,0,Batgerel Danaa,28%,104,1,1,March 26 2022,"Columbus, Ohio, USA",3,2,Bantamweight,Chris Gutierrez,KO/TKO
UFC Fight Night: Blaydes vs. Daukaus,Luis Saldana,50%,168,5,2,Bruno Souza,37%,178,2,1,March 26 2022,"Columbus, Ohio, USA",3,3,Featherweight,Luis Saldana,U-DEC
UFC Fight Night: Blaydes vs. Daukaus,Sara McMann,58%,41,6,4,Karol Rosa,60%,43,2,1,March 26 2022,"Columbus, Ohio, USA",3,3,Women's Bantamweight,Sara McMann,U-DEC
UFC Fight Night: Blaydes vs. Daukaus,Bryan Barberena,62%,129,7,5,Matt Brown,52%,211,0,0,March 26 2022,"Columbus, Ohio, USA",3,3,Welterweight,Bryan Barberena,S-DEC
UFC Fight Night: Blaydes vs. Daukaus,Kai Kara-France,45%,60,14,2,Askar Askarov,39%,130,1,0,March 26 2022,"Columbus, Ohio, USA",3,3,Flyweight,Kai Kara-France,U-DEC
UFC Fight Night: Blaydes vs. Daukaus,Marc Diakiese,85%,20,18,11,Viacheslav Borshchev,57%,21,0,0,March 26 2022,"Columbus, Ohio, USA",3,3,Lightweight,Marc Diakiese,U-DEC
UFC Fight Night: Blaydes vs. Daukaus,Curtis Blaydes,47%,63,0,0,Chris Daukaus,34%,38,0,0,March 26 2022,"Columbus, Ohio, USA",5,2,Heavyweight,Curtis Blaydes,KO/TKO
UFC Fight Night: Blaydes vs. Daukaus,Aliaskhab Khizriev,62%,67,3,2,Denis Tiuliulin,37%,82,1,0,March 26 2022,"Columbus, Ohio, USA",3,2,Middleweight,Aliaskhab Khizriev,SUB
UFC Fight Night: Blaydes vs. Daukaus,Alexa Grasso,69%,49,0,0,Joanne Wood,57%,28,2,2,March 26 2022,"Columbus, Ohio, USA",3,1,Women's Flyweight,Alexa Grasso,SUB
UFC Fight Night: Volkov vs. Aspinall,Ilia Topuria,34%,63,0,0,Jai Herbert,48%,41,4,1,March 19 2022,"London, England, United Kingdom",3,2,Lightweight,Ilia Topuria,KO/TKO
UFC Fight Night: Volkov vs. Aspinall,Sergei Pavlovich,50%,34,1,0,Shamil Abdurakhimov,44%,47,0,0,March 19 2022,"London, England, United Kingdom",3,1,Heavyweight,Sergei Pavlovich,KO/TKO
UFC Fight Night: Volkov vs. Aspinall,Makwan Amirkhani,0%,3,1,1,Mike Grundy,0%,1,0,0,March 19 2022,"London, England, United Kingdom",3,1,Featherweight,Makwan Amirkhani,SUB
UFC Fight Night: Blaydes vs. Daukaus,Neil Magny,37%,144,9,1,Max Griffin,54%,123,2,0,March 26 2022,"Columbus, Ohio, USA",3,3,Welterweight,Neil Magny,S-DEC
UFC Fight Night: Volkov vs. Aspinall,Paddy Pimblett,50%,6,2,1,Kazula Vargas,77%,9,0,0,March 19 2022,"London, England, United Kingdom",3,1,Lightweight,Paddy Pimblett,SUB
UFC Fight Night: Volkov vs. Aspinall,Tom Aspinall,56%,23,0,0,Alexander Volkov,67%,43,2,2,March 19 2022,"London, England, United Kingdom",5,1,Heavyweight,Tom Aspinall,SUB
UFC Fight Night: Volkov vs. Aspinall,Gunnar Nelson,80%,55,3,3,Takashi Sato,39%,23,0,0,March 19 2022,"London, England, United Kingdom",3,3,Welterweight,Gunnar Nelson,U-DEC
UFC Fight Night: Volkov vs. Aspinall,Molly McCann,53%,159,2,2,Luana Carolina,48%,132,0,0,March 19 2022,"London, England, United Kingdom",3,3,Women's Flyweight,Molly McCann,KO/TKO
UFC 270: Ngannou vs. Gane,Vanessa Demopoulos,55%,18,0,0,Silvana Gomez Juarez,33%,12,0,0,January 22 2022,"Anaheim, California, USA",3,1,Women's Strawweight,Vanessa Demopoulos,SUB
UFC Fight Night: Volkov vs. Aspinall,Arnold Allen,58%,84,0,0,Dan Hooker,28%,49,0,0,March 19 2022,"London, England, United Kingdom",3,1,Featherweight,Arnold Allen,KO/TKO
UFC 270: Ngannou vs. Gane,Jasmine Jasudavicius,43%,101,7,1,Kay Hansen,45%,110,3,2,January 22 2022,"Anaheim, California, USA",3,3,Women's Flyweight,Jasmine Jasudavicius,U-DEC
UFC 270: Ngannou vs. Gane,Tony Gravely,46%,99,15,11,Saimon Oliveira,49%,71,0,0,January 22 2022,"Anaheim, California, USA",3,3,Bantamweight,Tony Gravely,U-DEC
UFC 270: Ngannou vs. Gane,Said Nurmagomedov,25%,4,2,0,Cody Stamann,53%,13,1,0,January 22 2022,"Anaheim, California, USA",3,1,Bantamweight,Said Nurmagomedov,SUB
UFC 270: Ngannou vs. Gane,Jack Della Maddalena,53%,81,0,0,Pete Rodriguez,36%,69,0,0,January 22 2022,"Anaheim, California, USA",3,1,Welterweight,Jack Della Maddalena,KO/TKO
UFC 270: Ngannou vs. Gane,Michel Pereira,52%,202,4,1,Andre Fialho,33%,135,0,0,January 22 2022,"Anaheim, California, USA",3,3,Welterweight,Michel Pereira,U-DEC
UFC 270: Ngannou vs. Gane,Matt Frevola,59%,101,0,0,Genaro Valdez,26%,38,1,0,January 22 2022,"Anaheim, California, USA",3,1,Lightweight,Matt Frevola,KO/TKO
UFC 270: Ngannou vs. Gane,Victor Henry,48%,277,7,1,Raoni Barcelos,51%,352,1,0,January 22 2022,"Anaheim, California, USA",3,3,Bantamweight,Victor Henry,U-DEC
UFC 270: Ngannou vs. Gane,Michael Morales,61%,42,1,0,Trevin Giles,53%,15,4,1,January 22 2022,"Anaheim, California, USA",3,1,Welterweight,Michael Morales,KO/TKO
UFC 270: Ngannou vs. Gane,Deiveson Figueiredo,40%,259,2,1,Brandon Moreno,50%,169,11,2,January 22 2022,"Anaheim, California, USA",5,5,Flyweight,Deiveson Figueiredo,U-DEC
UFC Fight Night: Makhachev vs. Green,Ramiz Brahimaj,0%,1,1,1,Micheal Gillmore,0%,2,0,0,February 26 2022,"Las Vegas, Nevada, USA",3,1,Welterweight,Ramiz Brahimaj,SUB
UFC Fight Night: Makhachev vs. Green,Jonathan Martinez,35%,146,1,0,Alejandro Perez,51%,144,0,0,February 26 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Jonathan Martinez,U-DEC
UFC Fight Night: Makhachev vs. Green,Carlos Hernandez,57%,138,4,1,Victor Altamirano,48%,172,9,2,February 26 2022,"Las Vegas, Nevada, USA",3,3,Flyweight,Carlos Hernandez,S-DEC
UFC 270: Ngannou vs. Gane,Francis Ngannou,41%,104,5,4,Ciryl Gane,69%,91,3,1,January 22 2022,"Anaheim, California, USA",5,5,Heavyweight,Francis Ngannou,U-DEC
UFC Fight Night: Makhachev vs. Green,Ignacio Bahamondes,37%,129,4,1,Rong Zhu,64%,194,0,0,February 26 2022,"Las Vegas, Nevada, USA",3,3,Lightweight,Ignacio Bahamondes,SUB
UFC Fight Night: Makhachev vs. Green,Terrance McKinney,75%,4,0,0,Fares Ziam,100%,1,0,0,February 26 2022,"Las Vegas, Nevada, USA",3,1,Lightweight,Terrance McKinney,SUB
UFC Fight Night: Makhachev vs. Green,Josiane Nunes,44%,222,0,0,Ramona Pascual,52%,100,10,3,February 26 2022,"Las Vegas, Nevada, USA",3,3,Women's Featherweight,Josiane Nunes,U-DEC
UFC Fight Night: Makhachev vs. Green,Islam Makhachev,43%,32,2,1,Bobby Green,69%,13,0,0,February 26 2022,"Las Vegas, Nevada, USA",5,1,Catch Weight,Islam Makhachev,KO/TKO
UFC Fight Night: Makhachev vs. Green,Armen Petrosyan,54%,231,0,0,Gregory Rodrigues,45%,133,3,2,February 26 2022,"Las Vegas, Nevada, USA",3,3,Middleweight,Armen Petrosyan,S-DEC
UFC Fight Night: Makhachev vs. Green,Arman Tsarukyan,67%,53,2,2,Joel Alvarez,70%,10,0,0,February 26 2022,"Las Vegas, Nevada, USA",3,2,Lightweight,Arman Tsarukyan,KO/TKO
UFC Fight Night: Makhachev vs. Green,Wellington Turman,68%,44,3,1,Misha Cirkunov,78%,19,3,0,February 26 2022,"Las Vegas, Nevada, USA",3,2,Middleweight,Wellington Turman,SUB
UFC 271: Adesanya vs. Whittaker 2,Douglas Silva de Andrade,57%,64,1,0,Sergey Morozov,49%,65,5,1,February 12 2022,"Houston, Texas, USA",3,2,Bantamweight,Douglas Silva de Andrade,SUB
UFC 271: Adesanya vs. Whittaker 2,Carlos Ulberg,58%,112,2,2,Fabio Cherant,31%,41,0,0,February 12 2022,"Houston, Texas, USA",3,3,Light Heavyweight,Carlos Ulberg,U-DEC
UFC 271: Adesanya vs. Whittaker 2,Kyler Phillips,48%,164,8,3,Marcelo Rojo,35%,153,0,0,February 12 2022,"Houston, Texas, USA",3,3,Bantamweight,Kyler Phillips,SUB
UFC Fight Night: Makhachev vs. Green,Priscila Cachoeira,45%,375,0,0,Ji Yeon Kim,46%,218,1,1,February 26 2022,"Las Vegas, Nevada, USA",3,3,Women's Flyweight,Priscila Cachoeira,U-DEC
UFC 271: Adesanya vs. Whittaker 2,Ronnie Lawrence,50%,78,0,0,Mana Martinez,56%,82,7,6,February 12 2022,"Houston, Texas, USA",3,3,Bantamweight,Ronnie Lawrence,U-DEC
UFC 271: Adesanya vs. Whittaker 2,Jacob Malkoun,57%,90,0,0,AJ Dobson,62%,128,16,6,February 12 2022,"Houston, Texas, USA",3,3,Middleweight,Jacob Malkoun,U-DEC
UFC 271: Adesanya vs. Whittaker 2,Tai Tuivasa,62%,43,4,2,Derrick Lewis,66%,36,0,0,February 12 2022,"Houston, Texas, USA",3,2,Heavyweight,Tai Tuivasa,KO/TKO
UFC 271: Adesanya vs. Whittaker 2,Renato Moicano,46%,79,1,0,Alexander Hernandez,55%,60,6,2,February 12 2022,"Houston, Texas, USA",3,2,Lightweight,Renato Moicano,SUB
UFC 271: Adesanya vs. Whittaker 2,Andrei Arlovski,48%,133,0,0,Jared Vanderaa,44%,156,0,0,February 12 2022,"Houston, Texas, USA",3,3,Heavyweight,Andrei Arlovski,S-DEC
UFC 271: Adesanya vs. Whittaker 2,Casey O'Neill,33%,358,4,2,Roxanne Modafferi,58%,393,2,0,February 12 2022,"Houston, Texas, USA",3,3,Women's Flyweight,Casey O'Neill,S-DEC
UFC 271: Adesanya vs. Whittaker 2,Jared Cannonier,61%,89,1,1,Derek Brunson,44%,97,13,3,February 12 2022,"Houston, Texas, USA",3,2,Middleweight,Jared Cannonier,KO/TKO
UFC 271: Adesanya vs. Whittaker 2,Bobby Green,52%,355,1,0,Nasrat Haqparast,39%,193,0,0,February 12 2022,"Houston, Texas, USA",3,3,Lightweight,Bobby Green,U-DEC
UFC Fight Night: Walker vs. Hill,Chad Anheliger,51%,130,1,0,Jesse Strader,50%,126,7,4,February 19 2022,"Las Vegas, Nevada, USA",3,3,Bantamweight,Chad Anheliger,KO/TKO
UFC Fight Night: Walker vs. Hill,Jonathan Pearce,40%,44,10,6,Christian Rodriguez,43%,60,2,2,February 19 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Jonathan Pearce,U-DEC
UFC 271: Adesanya vs. Whittaker 2,Israel Adesanya,46%,169,0,0,Robert Whittaker,43%,136,10,4,February 12 2022,"Houston, Texas, USA",5,5,Middleweight,Israel Adesanya,U-DEC
UFC Fight Night: Walker vs. Hill,Joaquin Buckley,33%,153,8,5,Abdul Razak Alhassan,48%,94,4,3,February 19 2022,"Las Vegas, Nevada, USA",3,3,Middleweight,Joaquin Buckley,S-DEC
UFC Fight Night: Walker vs. Hill,Parker Porter,40%,106,8,2,Alan Baudot,51%,107,0,0,February 19 2022,"Las Vegas, Nevada, USA",3,3,Heavyweight,Parker Porter,U-DEC
UFC Fight Night: Walker vs. Hill,Chas Skelly,46%,30,3,1,Mark Striegl,47%,17,2,0,February 19 2022,"Las Vegas, Nevada, USA",3,2,Featherweight,Chas Skelly,KO/TKO
UFC Fight Night: Walker vs. Hill,Gloria de Paula,34%,252,1,0,Diana Belbita,50%,175,5,1,February 19 2022,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,Gloria de Paula,U-DEC
UFC Fight Night: Walker vs. Hill,Stephanie Egger,50%,4,1,1,Jessica-Rose Clark,50%,10,2,2,February 19 2022,"Las Vegas, Nevada, USA",3,1,Women's Bantamweight,Stephanie Egger,SUB
UFC Fight Night: Walker vs. Hill,Kyle Daukaus,66%,9,6,3,Jamie Pickett,55%,9,1,0,February 19 2022,"Las Vegas, Nevada, USA",3,1,Catch Weight,Kyle Daukaus,SUB
UFC Fight Night: Walker vs. Hill,David Onama,47%,96,0,0,Gabriel Benitez,38%,94,2,0,February 19 2022,"Las Vegas, Nevada, USA",3,1,Featherweight,David Onama,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Don'Tale Mayes,60%,41,8,6,Josh Parisian,62%,16,2,0,December 18 2021,"Las Vegas, Nevada, USA",3,3,Heavyweight,Don'Tale Mayes,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Charles Jourdain,60%,228,2,0,Andre Ewell,32%,171,1,1,December 18 2021,"Las Vegas, Nevada, USA",3,3,Featherweight,Charles Jourdain,U-DEC
UFC Fight Night: Walker vs. Hill,Jamahal Hill,48%,25,0,0,Johnny Walker,31%,19,0,0,February 19 2022,"Las Vegas, Nevada, USA",5,1,Light Heavyweight,Jamahal Hill,KO/TKO
UFC Fight Night: Walker vs. Hill,Jim Miller,52%,92,0,0,Nikolas Motta,36%,57,0,0,February 19 2022,"Las Vegas, Nevada, USA",3,2,Lightweight,Jim Miller,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Gerald Meerschaert,37%,32,4,4,Dustin Stoltzfus,50%,22,1,1,December 18 2021,"Las Vegas, Nevada, USA",3,3,Middleweight,Gerald Meerschaert,SUB
UFC Fight Night: Lewis vs. Daukaus,Melissa Gatto,31%,45,4,1,Sijara Eubanks,50%,34,1,0,December 18 2021,"Las Vegas, Nevada, USA",3,3,Women's Flyweight,Melissa Gatto,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Raquel Pennington,56%,79,0,0,Macy Chiasson,30%,86,2,1,December 18 2021,"Las Vegas, Nevada, USA",3,2,Women's Featherweight,Raquel Pennington,SUB
UFC Fight Night: Lewis vs. Daukaus,Amanda Lemos,43%,114,3,0,Angela Hill,45%,106,7,1,December 18 2021,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,Amanda Lemos,S-DEC
UFC Fight Night: Lewis vs. Daukaus,Cub Swanson,60%,30,0,0,Darren Elkins,10%,19,2,0,December 18 2021,"Las Vegas, Nevada, USA",3,1,Featherweight,Cub Swanson,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Justin Tafa,50%,10,0,0,Harry Hunsucker,55%,9,1,0,December 18 2021,"Las Vegas, Nevada, USA",3,1,Heavyweight,Justin Tafa,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Mateusz Gamrot,35%,101,0,0,Diego Ferreira,43%,58,7,4,December 18 2021,"Las Vegas, Nevada, USA",3,2,Lightweight,Mateusz Gamrot,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Derrick Lewis,50%,28,1,0,Chris Daukaus,52%,19,0,0,December 18 2021,"Las Vegas, Nevada, USA",5,1,Heavyweight,Derrick Lewis,KO/TKO
UFC Fight Night: Lewis vs. Daukaus,Belal Muhammad,59%,32,1,0,Stephen Thompson,61%,95,9,7,December 18 2021,"Las Vegas, Nevada, USA",3,3,Welterweight,Belal Muhammad,U-DEC
UFC Fight Night: Lewis vs. Daukaus,Ricky Simon,28%,25,0,0,Raphael Assuncao,60%,30,4,2,December 18 2021,"Las Vegas, Nevada, USA",3,2,Bantamweight,Ricky Simon,KO/TKO
UFC Fight Night: Hermansson vs. Strickland,Phil Rowe,36%,22,7,4,Jason Witt,47%,17,0,0,February 05 2022,"Las Vegas, Nevada, USA",3,2,Welterweight,Phil Rowe,KO/TKO
UFC Fight Night: Hermansson vs. Strickland,Malcolm Gordon,27%,11,1,1,Denys Bondar,80%,5,1,1,February 05 2022,"Las Vegas, Nevada, USA",3,1,Flyweight,Malcolm Gordon,KO/TKO
UFC Fight Night: Hermansson vs. Strickland,Alexis Davis,70%,120,1,1,Julija Stoliarenko,49%,113,0,0,February 05 2022,"Las Vegas, Nevada, USA",3,3,Women's Bantamweight,Alexis Davis,U-DEC
UFC Fight Night: Hermansson vs. Strickland,Chidi Njokuani,100%,11,0,0,Marc-Andre Barriault,100%,2,0,0,February 05 2022,"Las Vegas, Nevada, USA",3,1,Middleweight,Chidi Njokuani,KO/TKO
UFC Fight Night: Hermansson vs. Strickland,Bryan Battle,60%,95,3,2,Tresean Gore,58%,193,8,1,February 05 2022,"Las Vegas, Nevada, USA",3,3,Middleweight,Bryan Battle,U-DEC
UFC Fight Night: Hermansson vs. Strickland,John Castaneda,40%,85,1,0,Miles Johns,39%,147,1,0,February 05 2022,"Las Vegas, Nevada, USA",3,3,Bantamweight,John Castaneda,SUB
UFC Fight Night: Hermansson vs. Strickland,Julian Erosa,53%,291,5,3,Steven Peterson,59%,247,2,0,February 05 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Julian Erosa,S-DEC
UFC Fight Night: Hermansson vs. Strickland,Hakeem Dawodu,65%,214,0,0,Michael Trizano,52%,133,1,1,February 05 2022,"Las Vegas, Nevada, USA",3,3,Featherweight,Hakeem Dawodu,U-DEC
